gi|491472322|ref|WP_005330076.1|	hypothetical protein partial [Dorea formicigenerans] 
gi|491472976|ref|WP_005330728.1|	hypothetical protein [Dorea formicigenerans] 
gi|491472982|ref|WP_005330734.1|	hypothetical protein [Dorea formicigenerans] 
gi|491472986|ref|WP_005330738.1|	hypothetical protein [Dorea formicigenerans] 
gi|491472984|ref|WP_005330736.1|	hypothetical protein [Dorea formicigenerans] 
gi|491472988|ref|WP_005330740.1|	glucosamine-6-phosphate deaminase [Dorea formicigenerans] 
gi|491472990|ref|WP_005330742.1|	N-acetylmannosamine-6-phosphate 2-epimerase [Dorea formicigenerans] 
gi|491472994|ref|WP_005330746.1|	N-acetylneuraminate lyase [Dorea formicigenerans] 
gi|491472995|ref|WP_005330747.1|	sodium:solute symporter [Dorea formicigenerans] 
gi|491472996|ref|WP_005330748.1|	hypothetical protein [Dorea formicigenerans] 
gi|491472997|ref|WP_005330749.1|	hypothetical protein [Dorea formicigenerans] 
gi|491472998|ref|WP_005330750.1|	RpiR family transcriptional regulator [Dorea formicigenerans] 
gi|491472999|ref|WP_005330751.1|	N-acetylglucosamine-6-phosphate deacetylase [Dorea formicigenerans] 
gi|491473000|ref|WP_005330752.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473001|ref|WP_005330753.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473002|ref|WP_005330754.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473003|ref|WP_005330755.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473004|ref|WP_005330756.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473005|ref|WP_005330757.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473006|ref|WP_005330758.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473007|ref|WP_005330759.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473008|ref|WP_005330760.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473009|ref|WP_005330761.1|	nucleoside-diphosphate sugar epimerase [Dorea formicigenerans] 
gi|491473010|ref|WP_005330762.1|	membrane protein [Dorea formicigenerans] 
gi|491473011|ref|WP_005330763.1|	membrane protein [Dorea formicigenerans] 
gi|491473013|ref|WP_005330765.1|	glycosyl transferase [Dorea formicigenerans] 
gi|491473015|ref|WP_005330767.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473016|ref|WP_005330768.1|	spore coat protein CotH [Dorea formicigenerans] 
gi|491473018|ref|WP_005330770.1|	transporter [Dorea formicigenerans] 
gi|491473020|ref|WP_005330772.1|	membrane protein [Dorea formicigenerans] 
gi|491473021|ref|WP_005330773.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473025|ref|WP_005330777.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473023|ref|WP_005330775.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473026|ref|WP_005330778.1|	multidrug transporter MatE [Dorea formicigenerans] 
gi|491473028|ref|WP_005330780.1|	molecular chaperone DnaJ [Dorea formicigenerans] 
gi|491473030|ref|WP_005330782.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473032|ref|WP_005330784.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491473034|ref|WP_005330786.1|	sortase [Dorea formicigenerans] 
gi|491473036|ref|WP_005330788.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473038|ref|WP_005330790.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473040|ref|WP_005330792.1|	single-stranded DNA-binding protein [Dorea formicigenerans] 
gi|491473042|ref|WP_005330794.1|	MULTISPECIES: 30S ribosomal protein S18 [Dorea] 
gi|491473044|ref|WP_005330796.1|	MULTISPECIES: nucleotidyltransferase [Dorea] 
gi|491473046|ref|WP_005330798.1|	UDP-galactose-4-epimerase [Dorea formicigenerans] 
gi|491473049|ref|WP_005330801.1|	DHH family phosphoesterase [Dorea formicigenerans] 
gi|491473051|ref|WP_005330803.1|	MULTISPECIES: 50S ribosomal protein L9 [Dorea] 
gi|491473053|ref|WP_005330805.1|	MULTISPECIES: replicative DNA helicase [Dorea] 
gi|491473055|ref|WP_005330807.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491473056|ref|WP_005330808.1|	MULTISPECIES: ferredoxin [Dorea] 
gi|491473058|ref|WP_005330810.1|	sugar ABC transporter substrate-binding protein [Dorea formicigenerans] 
gi|491473060|ref|WP_005330812.1|	RNA methyltransferase [Dorea formicigenerans] 
gi|491473062|ref|WP_005330814.1|	membrane protein [Dorea formicigenerans] 
gi|491473064|ref|WP_005330816.1|	peptidase [Dorea formicigenerans] 
gi|491473065|ref|WP_005330817.1|	ornithine carbamoyltransferase [Dorea formicigenerans] 
gi|491473068|ref|WP_005330820.1|	biotin--acetyl-CoA-carboxylase ligase [Dorea formicigenerans] 
gi|491473070|ref|WP_005330822.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491473073|ref|WP_005330825.1|	pantothenate kinase [Dorea formicigenerans] 
gi|491473075|ref|WP_005330827.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473077|ref|WP_005330829.1|	MULTISPECIES: transcription elongation factor GreA [Dorea] 
gi|491473079|ref|WP_005330831.1|	lysyl-tRNA synthetase [Dorea formicigenerans] 
gi|491473082|ref|WP_005330834.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|491473084|ref|WP_005330836.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473089|ref|WP_005330841.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491473090|ref|WP_005330842.1|	lantibiotic ABC transporter ATP-binding protein [Dorea formicigenerans] 
gi|491473091|ref|WP_005330843.1|	bacteriocin ABC transporter permease [Dorea formicigenerans] 
gi|491473092|ref|WP_005330844.1|	MULTISPECIES: bacteriocin ABC transporter permease [Clostridiales] 
gi|491473093|ref|WP_005330845.1|	multidrug ABC transporter [Dorea formicigenerans] 
gi|491473094|ref|WP_005330846.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473095|ref|WP_005330847.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473096|ref|WP_005330848.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473097|ref|WP_005330849.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473098|ref|WP_005330850.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473100|ref|WP_005330852.1|	acyl-CoA:6-aminopenicillanic acid acyl transferase [Dorea formicigenerans] 
gi|491473102|ref|WP_005330854.1|	plasmid stabilization protein [Dorea formicigenerans] 
gi|491473104|ref|WP_005330856.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473105|ref|WP_005330857.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473106|ref|WP_005330858.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473107|ref|WP_005330859.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473108|ref|WP_005330860.1|	damage-inducible protein CinA [Dorea formicigenerans] 
gi|491473109|ref|WP_005330861.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473110|ref|WP_005330862.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473111|ref|WP_005330863.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473112|ref|WP_005330864.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473113|ref|WP_005330865.1|	methyltransferase type 11 [Dorea formicigenerans] 
gi|491473114|ref|WP_005330866.1|	transglutaminase [Dorea formicigenerans] 
gi|491473115|ref|WP_005330867.1|	methyltransferase [Dorea formicigenerans] 
gi|491473117|ref|WP_005330869.1|	LysR family transcriptional regulator [Dorea formicigenerans] 
gi|491473118|ref|WP_005330870.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473119|ref|WP_005330871.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473120|ref|WP_005330872.1|	damage-inducible protein CinA [Dorea formicigenerans] 
gi|491473121|ref|WP_005330873.1|	phosphate:sodium symporter [Dorea formicigenerans] 
gi|491473122|ref|WP_005330874.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473123|ref|WP_005330875.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473124|ref|WP_005330876.1|	multidrug transporter MatE [Dorea formicigenerans] 
gi|491473125|ref|WP_005330877.1|	membrane protein [Dorea formicigenerans] 
gi|491473127|ref|WP_005330879.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473128|ref|WP_005330880.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473129|ref|WP_005330881.1|	2-hydroxyacid dehydrogenase [Dorea formicigenerans] 
gi|491473130|ref|WP_005330882.1|	TRAP transporter [Dorea formicigenerans] 
gi|491473131|ref|WP_005330883.1|	C4-dicarboxylate ABC transporter permease [Dorea formicigenerans] 
gi|491473132|ref|WP_005330884.1|	membrane protein [Dorea formicigenerans] 
gi|491473133|ref|WP_005330885.1|	phosphoglucomutase [Dorea formicigenerans] 
gi|491473134|ref|WP_005330886.1|	lysophospholipase [Dorea formicigenerans] 
gi|491473136|ref|WP_005330888.1|	precorrin-2 C20-methyltransferase [Dorea formicigenerans] 
gi|491473137|ref|WP_005330889.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473138|ref|WP_005330890.1|	amino acid ABC transporter substrate-binding protein [Dorea formicigenerans] 
gi|491473140|ref|WP_005330892.1|	ABC transporter permease [Dorea formicigenerans] 
gi|491473142|ref|WP_005330894.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473144|ref|WP_005330896.1|	MULTISPECIES: branched-chain amino acid ABC transporter ATP-binding protein [Dorea] 
gi|491473146|ref|WP_005330898.1|	MULTISPECIES: amino acid ABC transporter ATPase [Dorea] 
gi|491473148|ref|WP_005330900.1|	cytidylate kinase [Dorea formicigenerans] 
gi|491473150|ref|WP_005330902.1|	multidrug transporter MatE [Dorea formicigenerans] 
gi|491473151|ref|WP_005330903.1|	cytochrome C biogenesis protein [Dorea formicigenerans] 
gi|491473152|ref|WP_005330904.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473153|ref|WP_005330905.1|	peptide deformylase [Dorea formicigenerans] 
gi|491473154|ref|WP_005330906.1|	phosphate starvation protein PhoH [Dorea formicigenerans] 
gi|491473155|ref|WP_005330907.1|	phosphohydrolase [Dorea formicigenerans] 
gi|491473156|ref|WP_005330908.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473157|ref|WP_005330909.1|	MULTISPECIES: heat shock protein Hsp20 [Dorea] 
gi|491473158|ref|WP_005330910.1|	MULTISPECIES: heat shock protein Hsp20 [Dorea] 
gi|491473159|ref|WP_005330911.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473162|ref|WP_005330914.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473165|ref|WP_005330916.1|	sodium:calcium symporter [Dorea formicigenerans] 
gi|491473168|ref|WP_005330919.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473169|ref|WP_005330920.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473170|ref|WP_005330921.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473171|ref|WP_005330922.1|	phosphoribosylaminoimidazole-succinocarboxamide synthase [Dorea formicigenerans] 
gi|491473172|ref|WP_005330923.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473173|ref|WP_005330924.1|	PhoB family transcriptional regulator [Dorea formicigenerans] 
gi|491473174|ref|WP_005330925.1|	glycosyl transferase family 2 [Dorea formicigenerans] 
gi|491473175|ref|WP_005330926.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473176|ref|WP_005330927.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491473177|ref|WP_005330928.1|	DtxR family transcriptional regulator [Dorea formicigenerans] 
gi|491473179|ref|WP_005330930.1|	metallophosphatase [Dorea formicigenerans] 
gi|491473181|ref|WP_005330932.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473183|ref|WP_005330934.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473184|ref|WP_005330935.1|	hydroxylamine reductase [Dorea formicigenerans] 
gi|491473186|ref|WP_005330937.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473187|ref|WP_005330938.1|	membrane protein [Dorea formicigenerans] 
gi|491473188|ref|WP_005330939.1|	peptidase [Dorea formicigenerans] 
gi|491473189|ref|WP_005330940.1|	transcriptional regulator [Dorea formicigenerans] 
gi|491473190|ref|WP_005330941.1|	flavodoxin [Dorea formicigenerans] 
gi|491473191|ref|WP_005330942.1|	gamma-carboxymuconolactone decarboxylase [Dorea formicigenerans] 
gi|491473192|ref|WP_005330943.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473193|ref|WP_005330944.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473194|ref|WP_005330945.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473195|ref|WP_005330946.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473197|ref|WP_005330948.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473199|ref|WP_005330950.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473201|ref|WP_005330952.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473203|ref|WP_005330954.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473205|ref|WP_005330956.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473207|ref|WP_005330958.1|	ATPase AAA [Dorea formicigenerans] 
gi|491473209|ref|WP_005330960.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473213|ref|WP_005330964.1|	MULTISPECIES: ArsR family transcriptional regulator [Clostridiales] 
gi|491473216|ref|WP_005330967.1|	cadmium transporter [Dorea formicigenerans] 
gi|491473217|ref|WP_005330968.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473218|ref|WP_005330969.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473219|ref|WP_005330970.1|	FAD-binding protein [Dorea formicigenerans] 
gi|491473220|ref|WP_005330971.1|	succinate dehydrogenase [Dorea formicigenerans] 
gi|491473221|ref|WP_005330972.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491473222|ref|WP_005330973.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473223|ref|WP_005330974.1|	MULTISPECIES: arsenate reductase [Clostridiales] 
gi|491473224|ref|WP_005330975.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473226|ref|WP_005330977.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473227|ref|WP_005330978.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473228|ref|WP_005330979.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473229|ref|WP_005330980.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473230|ref|WP_005330981.1|	transposase [Dorea formicigenerans] 
gi|491473231|ref|WP_005330982.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473232|ref|WP_005330983.1|	integrase [Dorea formicigenerans] 
gi|491473233|ref|WP_005330984.1|	protein tyrosine phosphatase [Dorea formicigenerans] 
gi|491473234|ref|WP_005330985.1|	branched-chain amino acid ABC transporter substrate-binding protein [Dorea formicigenerans] 
gi|491473235|ref|WP_005330986.1|	ATP-dependent Lon protease [Dorea formicigenerans] 
gi|491473236|ref|WP_005330987.1|	membrane protein [Dorea formicigenerans] 
gi|491473237|ref|WP_005330988.1|	LrgA [Dorea formicigenerans] 
gi|491473238|ref|WP_005330989.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473240|ref|WP_005330991.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473241|ref|WP_005330992.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473242|ref|WP_005330993.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491473243|ref|WP_005330994.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473244|ref|WP_005330995.1|	hypothetical protein [Dorea formicigenerans] 
gi|490984222|ref|WP_004845965.1|	MULTISPECIES: XRE family transcriptional regulator [Lachnospiraceae] 
gi|491473245|ref|WP_005330996.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491473246|ref|WP_005330997.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491473247|ref|WP_005330998.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473248|ref|WP_005330999.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473251|ref|WP_005331002.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473253|ref|WP_005331004.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491473255|ref|WP_005331006.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473257|ref|WP_005331008.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473259|ref|WP_005331010.1|	transposase [Dorea formicigenerans] 
gi|491473260|ref|WP_005331011.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473261|ref|WP_005331012.1|	TetR family transcriptional regulator [Dorea formicigenerans] 
gi|491473262|ref|WP_005331013.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473263|ref|WP_005331014.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473264|ref|WP_005331015.1|	glycine reductase complex component B subunits alpha and beta (Selenoprotein PB alpha/beta) [Dorea formicigenerans] 
gi|491473265|ref|WP_005331016.1|	proline reductase [Dorea formicigenerans] 
gi|491473266|ref|WP_005331017.1|	MULTISPECIES: proline reductase [Dorea] 
gi|491473267|ref|WP_005331018.1|	amidohydrolase [Dorea formicigenerans] 
gi|491473268|ref|WP_005331019.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473269|ref|WP_005331020.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473270|ref|WP_005331021.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473271|ref|WP_005331022.1|	histidine kinase [Dorea formicigenerans] 
gi|491473272|ref|WP_005331023.1|	heme response regulator HssR [Dorea formicigenerans] 
gi|491473273|ref|WP_005331024.1|	ABC transporter [Dorea formicigenerans] 
gi|491473274|ref|WP_005331025.1|	ABC transporter [Dorea formicigenerans] 
gi|491473275|ref|WP_005331026.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473276|ref|WP_005331027.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473277|ref|WP_005331028.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473282|ref|WP_005331033.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473287|ref|WP_005331038.1|	polyribonucleotide nucleotidyltransferase [Dorea formicigenerans] 
gi|491473289|ref|WP_005331040.1|	MULTISPECIES: 30S ribosomal protein S15 [Dorea] 
gi|491473291|ref|WP_005331042.1|	FAD synthetase [Dorea formicigenerans] 
gi|491473292|ref|WP_005331043.1|	tRNA pseudouridine synthase B [Dorea formicigenerans] 
gi|491473293|ref|WP_005331044.1|	exopolyphosphatase [Dorea formicigenerans] 
gi|491473295|ref|WP_005331046.1|	ribosome-binding factor A [Dorea formicigenerans] 
gi|491473296|ref|WP_005331047.1|	translation initiation factor IF-2 [Dorea formicigenerans] 
gi|491473298|ref|WP_005331049.1|	50S ribosomal protein L7ae [Dorea formicigenerans] 
gi|491473303|ref|WP_005331053.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491473304|ref|WP_005331054.1|	transcription elongation factor NusA [Dorea formicigenerans] 
gi|491473306|ref|WP_005331056.1|	ribosome maturation factor RimP [Dorea formicigenerans] 
gi|491473317|ref|WP_005331067.1|	uracil transporter [Dorea formicigenerans] 
gi|491473319|ref|WP_005331069.1|	hypothetical protein [Dorea formicigenerans] 
gi|491473320|ref|WP_005331070.1|	zinc ribbon NADH pyrophosphatase [Dorea formicigenerans] 
gi|491473321|ref|WP_005331071.1|	DNA topoisomerase [Dorea formicigenerans] 
gi|491473322|ref|WP_005331072.1|	DNA topoisomerase [Dorea formicigenerans] 
gi|491473323|ref|WP_005331073.1|	stage II sporulation protein P [Dorea formicigenerans] 
gi|491473324|ref|WP_005331074.1|	peptidase [Dorea formicigenerans] 
